iter,time,reward,steps,convergence
1,0.0017303730000008954,-340.2,187.42,93.51
2,0.0029767950000021415,-243.78,188.0,88.02000000000001
3,0.004331464000003393,-202.18,181.28,78.93
4,0.005106181000002152,-244.84,198.46,87.03
5,0.005885639000002385,-235.26,192.78,79.45551
6,0.006690776000002785,-279.52,200.0,84.78351
7,0.00748011100000312,-243.34,194.58,74.88351
8,0.008481199000001993,-206.82,199.86,67.78144910436274
9,0.009011373000003431,-111.8,155.36,75.60262910436272
10,0.010255425000003981,-67.88,134.8,80.63563434104299
11,0.011467081000002821,-199.0,200.0,76.22564758230487
12,0.01268940400000318,-199.0,200.0,71.81565062366406
13,0.014140863000005055,-199.0,200.0,71.00565083973261
14,0.015446939000007376,-199.0,200.0,53.00565103426832
15,0.01658748400000931,-195.86,198.7,50.68016821041037
16,0.01739262100000971,-148.06,175.76,51.426090750344784
17,0.01816338800001205,-196.18,199.02,51.42609075039726
18,0.018996180000012686,-199.0,200.0,48.628151675220785
19,0.02052349100001294,-193.76,198.08,30.906971675782994
20,0.021315591000014678,-199.0,200.0,15.973966439545114
21,0.02210492500001493,-199.0,200.0,15.97395319858931
22,0.023677668000015473,-127.8,161.66,27.828979287531105
23,0.024749473000014177,-185.04,194.7,27.830306006153382
24,0.026205278000013266,-199.0,200.0,27.830804352483824
25,0.027007255000011554,-199.0,200.0,27.830777177697506
26,0.02792143000001346,-199.0,200.0,11.856854637765235
27,0.029206568000013533,-139.18,120.12,26.465408260304304
28,0.030639854000014566,-192.74,198.1,26.465411401806126
29,0.03141378100001546,-199.0,200.0,26.53546185407914
30,0.03220114000001573,-199.0,200.0,26.53546188317326
31,0.03371146300001371,-198.38,199.26,27.55265673574605
32,0.03444351300001358,-191.74,196.42,27.570274551547794
33,0.034812897000012555,12.02,72.8,44.23897635672025
34,0.03496697200001364,-78.26,75.24,59.96286583691229
35,0.03511670100001396,-1.78,85.26,75.89953160582165
36,0.035269196000012215,-138.56,168.1,91.45874047067853
37,0.035407468000013154,23.3,63.14,88.4008646206958
38,0.035885888000013466,25.98,60.82,98.23308818936508
