iter,time,reward,steps,convergence
1,0.0009971379999988983,-219.76,197.12,107.1
2,0.0017319539999984812,-263.46,183.0,112.428
3,0.0022783249999989152,-210.58,175.34,110.430279
4,0.0023620779999991015,-311.92,170.34,104.97984281870538
5,0.0028918559999997484,-178.58,161.2,110.88268181870538
6,0.0037906229999986607,-185.42,197.1,105.78735561840453
7,0.004064400999999052,-120.66,163.56,109.97844011135922
8,0.004578376999999634,-165.92,181.96,104.75298850696011
9,0.005317143999999274,-199.2,198.56,94.85298850747296
10,0.007286134999999305,-165.06,182.62,84.95299124838104
11,0.007694628999999509,-183.66,191.54,66.95299127886771
12,0.0084298399999998,-5.58,89.46,63.45395827131089
13,0.009090383999998508,-33.2,108.26,71.0731110563882
14,0.009818878999999114,-153.42,177.44,82.30516541551282
15,0.010985102999999441,-161.72,184.14,89.5616155555376
16,0.012495031000000267,-100.52,151.3,84.75694175636261
17,0.013063131000000894,-199.0,200.0,88.48407954603894
18,0.013869849000000656,-199.0,200.0,83.80953115046047
19,0.014644961000000123,-196.14,197.82,97.89668341001318
20,0.015385703000001527,-193.86,198.36,97.89668066910528
21,0.01660289000000148,-199.98,200.0,97.89668069334576
22,0.017892769000001252,-199.0,200.0,100.68188065621993
23,0.019109166000001565,-195.16,198.0,99.61933971839315
24,0.019509364000001028,-173.48,185.92,95.77823288713219
25,0.019656722000002347,-39.18,103.44,89.72806164836416
26,0.019800525000002622,31.14,55.6,99.77462157464953
27,0.019861760000001283,-132.6,166.1,92.29895450520512
28,0.019970402000001997,-43.9,116.62,101.83787597381934
29,0.02005652600000296,-145.28,172.8,96.4474616459013
30,0.020466601000002527,26.26,59.08,114.73478499703629
31,0.02077475000000284,47.1,39.64,132.72660075385082
32,0.020856528000001262,38.02,49.62,123.65651582702749
33,0.021331393000002308,29.18,59.66,123.55801173996574
34,0.021461369000002506,-137.32,136.16,125.19040403846138
35,0.02175332000000374,32.48,47.3,119.6218481938449
36,0.021841419000002915,-191.2,195.88,122.12824369140063
37,0.02208912300000243,-134.74,162.52,121.57327987671309
38,0.02245060500000129,-185.9,192.7,121.94985446294137
39,0.022535148000001115,4.54,40.34,120.84029343047027
40,0.022652877000000515,-122.26,159.44,116.93932592191678
41,0.02275045700000078,36.9,41.6,112.91709600817767
42,0.02287411100000014,-135.66,166.72,111.79801445135577
43,0.023008432000001022,37.48,47.6,109.4072739192435
44,0.023077173000000784,17.62,67.02,101.40319538959582
45,0.023258111000000525,-83.34,123.78,104.39026066709246
46,0.02377129699999969,44.46,38.62,106.15379643640385
47,0.023833321999999768,-137.9,166.6,99.86792682132113
48,0.023986211000000424,-3.46,85.98,93.30577925234294
49,0.024064039000000648,-145.4,175.12,89.55954115516079
50,0.02428487899999965,69.58,21.62,81.79626093552704
51,0.024452384999998245,69.0,22.2,69.24473478108808
52,0.02452981799999776,51.06,38.4,70.12790137614886
53,0.024802805999998512,63.38,25.68,61.74896012029518
54,0.024890904999997687,55.38,30.5,57.98940242799167
55,0.024960040999998157,39.42,43.44,63.88389860731992
56,0.025029966999998265,6.24,67.12,67.75467073890404
57,0.025099102999998735,65.84,25.18,70.43226784265318
58,0.02519391799999937,51.64,36.66,70.08100747066744
59,0.025285572999997896,38.08,52.76,67.03372536031988
60,0.025357079999997367,67.54,23.48,62.632849211124345
61,0.02543490699999751,-89.58,81.14,75.27143079000446
62,0.025579104999998492,-105.5,87.96,80.1503330058206
63,0.025899500999999603,-52.84,56.26,91.55501463896026
64,0.026146020000000547,-129.74,106.52,91.64474934719635
65,0.026229378000001802,-83.3,91.02,85.69985490029288
66,0.02631431700000242,17.94,30.06,89.18640378523871
67,0.026367255000002032,-3.56,52.6,85.11050326821946
68,0.02649762600000294,10.74,66.28,86.76938667259826
69,0.026721627000002357,-20.44,88.9,90.90504648845467
70,0.026832640000002073,-86.46,49.84,94.33655186345405
71,0.026876492000001306,-190.2,196.72,95.00365894328016
72,0.027146715000000654,6.72,70.06,94.29872749841677
73,0.027485678000001457,37.26,36.74,81.34251597070264
74,0.027546123000000478,52.44,33.94,96.21430913776415
75,0.02766266699999953,-153.1,175.44,84.62284079213963
76,0.027947111999999663,21.82,45.98,64.94150679709428
77,0.028016642999999064,9.16,72.84,66.096708936791
78,0.02820666799999927,11.6,52.04,63.3868921248933
79,0.028344150000000568,21.88,51.78,60.78304576037986
80,0.028394323000000554,65.92,24.56,57.64910516713851
81,0.02846899000000036,65.3,24.64,44.35194179274292
82,0.028525879000000032,4.0,76.5,50.211403135971636
83,0.028669286000001293,-8.52,80.3,53.94602553646901
84,0.02875659500000083,-199.0,200.0,39.94702943063637
85,0.029058817000001014,-26.0,101.4,40.22808205166322
