iter,time,reward,steps,convergence
1,0.0016335830000002716,-231.66,200.0,98.1
2,0.001879706000000425,-232.04,188.94,95.4
3,0.0020408910000000446,-120.18,152.38,94.31109000000001
4,0.0026804970000000594,-48.82,118.3,89.28282582530719
5,0.0027670149999998728,20.36,68.46,87.0961565989046
6,0.0032162009999971986,-95.14,135.8,81.04550185276639
7,0.003440991999998033,64.7,24.98,76.91764205263826
8,0.0035124989999992806,67.7,22.6,74.71086596995721
9,0.0035788689999982637,-78.86,106.5,72.02107701674882
10,0.0036436589999979674,-98.28,146.2,69.6734354975787
11,0.0037463749999950835,39.9,34.04,68.12987309966317
12,0.003847115999995765,69.86,21.52,64.32382767054634
13,0.003988152999998107,-115.74,157.54,62.308808238562584
14,0.004082572999998035,31.22,56.48,65.25958530789879
15,0.0042161039999975,69.98,21.58,62.36019441167391
16,0.004294721999997364,53.94,37.44,62.138866879418785
17,0.004407314999998135,67.26,22.68,59.22004150774408
18,0.004481192000000078,63.98,26.68,58.348575092431204
19,0.004545192000001919,60.6,31.14,57.6038729254163
20,0.004612747000003026,68.14,22.16,53.17012067131655
21,0.004671216000005529,69.16,21.86,46.500982835977446
22,0.0047577340000053425,67.64,23.56,50.352174384611075
23,0.004832401000008701,67.74,21.84,50.83837300746018
24,0.004890080000006236,61.76,25.06,50.294393955058624
25,0.005061142000005958,69.6,21.6,49.83431489241147
26,0.0051247470000070905,58.36,33.56,48.09803282165446
27,0.0052642040000066,8.08,79.4,52.143273106178015
28,0.005481883000005183,36.9,52.64,46.52839755647654
29,0.005564451000005022,23.34,67.86,41.220080522015984
30,0.0056418830000062314,49.5,42.06,38.91750527996444
31,0.005706673000005935,25.12,67.16,40.89111461136662
32,0.005762377000003482,54.36,35.4,35.111280489621194
33,0.005827167000006739,65.5,25.16,28.662311887738525
34,0.005910526000008076,68.38,23.54,25.069825173212788
35,0.006010081000006551,9.5,80.4,26.512919984598163
36,0.006152698000008172,-11.58,93.8,25.984738843718873
37,0.006306772000005623,47.24,42.7,26.00936287989641
38,0.006375117000008146,39.54,52.02,26.821098784953215
39,0.006703018000010275,-24.82,102.62,27.826057054456356
40,0.00687052500001073,-1.98,89.5,28.09295865284729
41,0.007121389000012357,-97.16,148.42,26.84677658653282
42,0.007335908000012381,-21.64,100.32,26.925498892649095
43,0.007416106000011524,33.04,55.3,27.458839438559504
44,0.007579662000011922,-8.68,98.22,28.089152342425724
45,0.007960107000009486,-149.98,172.24,24.64907401075111
46,0.00811892200000841,-284.84,200.0,24.833775813134185
47,0.008347664000009303,16.22,70.94,21.589488059328136
48,0.008405344000010473,-9.0,93.92,21.07356066070131
49,0.008535320000010671,24.52,65.74,20.195425573503485
50,0.008713098000008301,47.2,44.0,20.453189350621763
51,0.008906283000008841,38.34,52.68,21.266149936780106
52,0.008967122000008487,53.54,37.84,21.45182758260159
53,0.009028357000008924,26.64,63.58,21.76422334203408
54,0.009118431000008087,55.36,33.88,24.552097908444036
55,0.009178875000010578,56.14,34.7,29.515784298324764
56,0.009261443000010416,55.02,36.0,35.79702399801899
57,0.00942578900001223,-16.9,103.8,35.1501357097756
58,0.009684555000013972,68.34,23.22,34.40859492774149
59,0.009831913000013515,66.64,25.28,35.18914530667597
60,0.00991013500001614,47.08,43.36,35.64678212560231
61,0.010108851000016017,42.44,47.28,34.162065703226226
62,0.010173246000015013,59.94,30.9,33.447972254071814
63,0.01023250500001538,-21.68,103.64,33.959497003845954
64,0.010353789000014046,30.5,60.16,28.66805314083414
65,0.010581740000016993,66.4,22.92,28.189949480002394
66,0.010755173000017493,27.54,59.58,22.380813368630466
67,0.01081640800001793,20.08,67.8,21.31662802280031
68,0.010936902000018733,39.26,52.12,22.917920925064927
69,0.01099181600002197,50.22,40.94,21.698060169203075
70,0.011077939000024628,56.48,34.9,21.65458384053387
71,0.011126927000024267,38.52,52.1,22.860671967686628
72,0.011292854000025443,55.98,34.86,28.2927637959516
73,0.01136949700002532,15.64,71.14,27.106462701146416
74,0.011457991000028755,58.46,30.42,26.012456978165734
75,0.011498683000031207,69.12,21.28,20.446261527932393
76,0.011594683000030415,67.36,23.04,19.41364210280701
77,0.011656708000028715,67.78,20.48,19.101351690246762
78,0.01173651000003062,68.76,22.44,17.58613254992064
79,0.011787474000030329,67.34,23.14,17.546403825999285
80,0.011837252000031384,68.06,22.42,17.1492708754961
81,0.011898092000031113,68.22,22.98,16.69902728089502
82,0.011951821000032226,13.9,74.62,11.44125751934674
83,0.012015821000034066,36.2,52.04,12.0569110413504
84,0.01209088300003458,25.46,62.26,12.328021591986564
