iter,time,reward,steps,convergence
1,0.0014008910000029573,-831.76,300.0,93.51
2,0.0022001019999606797,-567.04,300.0,88.02000000000001
3,0.003064103999975032,-548.71,300.0,86.45931
4,0.0038945250000210763,-511.39,300.0,81.727371
5,0.00467240200003971,-365.57,300.0,77.98976062806655
6,0.005437242000027709,-361.95,300.0,68.09410036811609
7,0.006240799000011066,-304.22,300.0,61.730479368116086
8,0.007007220000048164,-359.01,300.0,52.2262587994011
9,0.007816307000041434,-299.98,300.0,46.2949086978801
10,0.008669246000067687,-299.0,300.0,36.3949086978801
11,0.009478729000079511,-299.0,300.0,31.98490873289025
12,0.010384212000133175,-299.0,300.0,27.574908735697715
13,0.01114747300016461,-299.49,300.0,19.235598735697714
14,0.011906783000199539,-299.0,300.0,14.067537735697716
15,0.012687426000184132,-299.0,300.0,7.905148107637013
16,0.013542341000174929,-299.0,300.0,7.900808367587476
17,0.014307577000124638,-299.0,300.0,4.364429399099396
18,0.015066491000141014,-299.0,300.0,4.322287867502406
19,0.015939579000132653,-299.0,300.0,0.35363796930506053
